player_id,tournament_id,finish_numeric,true_pos,top_ten,mid_band,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
9364,401243002,37.0,37.0,0,0,-0.02,0.13,-0.37,0.38,0.14,0.12
3550,401243002,43.0,43.0,0,0,0.67,-0.87,-0.31,-0.12,-1.3,-0.63
5408,401243002,66.0,66.0,0,0,-0.34,-0.13,-1.02,-1.4,-2.55,-2.88
5860,401243002,15.0,15.0,0,1,-0.08,1.64,0.5,-0.44,1.7,1.62
1680,401243002,18.0,18.0,0,1,0.61,0.35,-0.21,0.62,0.76,1.37
3317,401243002,9.0,9.0,1,0,1.05,0.42,-0.24,1.14,1.32,2.37
11099,401243002,28.0,28.0,0,1,-0.27,0.54,0.32,0.27,1.14,0.87
9780,401243002,32.0,32.0,0,0,-0.63,0.2,-0.17,1.21,1.25,0.62
9374,401243002,68.0,91.0,0,0,-1.56,-1.23,-1.11,0.27,-2.07,-3.63
569,401243002,54.0,54.0,0,0,-0.47,0.29,-0.75,-0.69,-1.16,-1.63
4265,401243002,41.0,41.0,0,0,0.05,-0.08,-0.11,-0.24,-0.44,-0.38
4848,401243002,15.0,15.0,0,1,0.16,0.56,2.38,-1.47,1.46,1.62
2552,401243002,41.0,41.0,0,0,0.31,0.57,-0.69,-0.58,-0.69,-0.38
318,401243002,11.0,11.0,0,1,0.76,1.42,-0.22,0.16,1.36,2.12
5962,401243002,22.0,22.0,0,1,-0.33,0.06,1.02,0.37,1.45,1.12
10343,401243002,70.0,70.0,0,0,0.47,-1.59,-2.04,-0.72,-4.35,-3.88
1293,401243002,6.0,6.0,1,0,1.12,0.94,0.05,0.51,1.5,2.62
455,401243002,61.0,61.0,0,0,-0.07,-0.83,-0.57,-0.91,-2.31,-2.38
9037,401243002,11.0,11.0,0,1,0.83,0.19,0.42,0.68,1.29,2.12
8973,401243002,22.0,22.0,0,1,0.12,0.76,-0.09,0.33,1.0,1.12
6931,401243002,44.0,44.0,0,0,1.23,-0.79,-0.23,-1.1,-2.11,-0.88
257,401243002,44.0,44.0,0,0,-1.0,0.46,0.38,-0.72,0.12,-0.88
4410932,401243002,28.0,91.0,0,0,0.46,0.73,-0.62,0.3,0.41,0.87
3351,401243002,39.0,39.0,0,0,1.23,0.15,-0.12,-1.39,-1.36,-0.13
4412121,401243002,0.0,91.0,0,0,-2.09,-2.29,1.08,-7.72,-8.93,-11.01
5579,401243002,9.0,9.0,1,0,0.96,0.06,1.32,0.04,1.41,2.37
4321,401243002,59.0,59.0,0,0,0.2,-0.7,-0.84,-0.79,-2.33,-2.13
11253,401243002,67.0,67.0,0,0,-2.0,-1.01,-0.35,-0.02,-1.38,-3.38
11378,401243002,61.0,61.0,0,0,-1.15,-0.02,-1.54,0.32,-1.23,-2.38
3470,401243002,6.0,6.0,1,0,0.63,0.89,0.43,0.68,1.99,2.62
962,401243002,54.0,54.0,0,0,-1.49,0.55,-0.12,-0.57,-0.14,-1.63
158,401243002,32.0,32.0,0,0,-1.64,-0.33,1.67,0.92,2.26,0.62
11382,401243002,28.0,28.0,0,1,0.8,-0.3,-0.58,0.94,0.07,0.87
4587,401243002,48.0,48.0,0,0,-0.97,0.9,-1.46,0.4,-0.16,-1.13
10404,401243002,22.0,22.0,0,1,-0.08,-0.01,1.21,0.0,1.19,1.12
9478,401243002,5.0,5.0,1,0,0.83,0.92,0.97,0.4,2.29,3.12
4585548,401243002,64.0,64.0,0,0,0.69,-1.73,-0.3,-1.29,-3.32,-2.63
4837,401243002,28.0,28.0,0,1,0.77,-0.67,0.3,0.47,0.09,0.87
2230,401243002,14.0,14.0,0,1,0.44,0.2,0.28,0.95,1.43,1.87
5539,401243002,44.0,44.0,0,0,-1.58,0.32,0.44,-0.07,0.7,-0.88
5553,401243002,22.0,22.0,0,1,1.13,-1.63,1.14,0.48,-0.01,1.12
4364873,401243002,2.0,2.0,1,0,0.52,-0.53,2.17,1.21,2.85,3.37
11340,401243002,52.0,52.0,0,0,0.17,-0.9,-0.51,-0.13,-1.55,-1.38
1489,401243002,52.0,91.0,0,0,0.32,-0.68,-0.14,-0.87,-1.7,-1.38
1614,401243002,6.0,6.0,1,0,0.03,1.32,0.98,0.29,2.59,2.62
9877,401243002,22.0,22.0,0,1,-1.2,0.69,1.07,0.57,2.32,1.12
10140,401243002,39.0,39.0,0,0,-0.15,-0.28,0.09,0.21,0.02,-0.13
4399256,401243002,48.0,48.0,0,0,-2.2,0.69,0.43,-0.06,1.07,-1.13
9261,401243001,0.0,91.0,0,0,-0.48,-1.33,0.74,0.13,-0.46,-0.94
9517,401243001,0.0,91.0,0,0,0.91,-0.07,-1.69,0.4,-1.35,-0.44
4686085,401243001,0.0,91.0,0,0,-1.51,-1.97,-1.1,-0.87,-3.93,-5.44
5548,401243001,26.0,26.0,0,1,0.37,0.73,-0.23,-0.01,0.48,0.85
4682,401243001,26.0,26.0,0,1,0.4,0.51,-0.2,0.15,0.45,0.85
6015,401243001,0.0,91.0,0,0,-2.18,0.99,0.19,-0.43,0.74,-1.44
3832,401243001,12.0,12.0,0,1,0.41,0.07,0.91,0.2,1.19,1.6
5502,401243001,32.0,32.0,0,0,1.07,-0.1,-0.81,0.45,-0.46,0.6
388,401243001,38.0,38.0,0,0,1.03,0.15,-0.88,0.05,-0.67,0.35
10046,401243001,0.0,91.0,0,0,-1.12,0.4,-0.05,-0.17,0.18,-0.94
159,401243001,60.0,60.0,0,0,0.25,0.49,-0.54,-0.84,-0.89,-0.65
4383,401243001,20.0,20.0,0,1,-0.17,0.57,1.04,-0.33,1.27,1.1
1225,401243001,43.0,43.0,0,0,-0.02,0.75,-1.02,0.38,0.12,0.1
4780,401243001,32.0,32.0,0,0,0.48,0.28,-0.49,0.33,0.12,0.6
6798,401243001,38.0,38.0,0,0,-0.08,0.12,-0.22,0.54,0.44,0.35
1222,401243001,0.0,91.0,0,0,-1.86,0.82,0.3,-0.2,0.92,-0.94
3596,401243001,43.0,43.0,0,0,-0.14,0.47,-0.82,0.6,0.24,0.1
3599,401243001,0.0,91.0,0,0,0.48,1.69,-1.8,-1.31,-1.42,-0.94
3454,401243001,0.0,91.0,0,0,-0.79,0.89,-0.26,-0.77,-0.15,-0.94
780,401243001,0.0,91.0,0,0,-1.48,-0.76,-0.07,0.37,-0.46,-1.94
9126,401243001,0.0,91.0,0,0,-1.53,1.05,0.23,-0.19,1.09,-0.44
10863,401243001,43.0,43.0,0,0,-0.25,-0.55,1.06,-0.16,0.35,0.1
205,401243001,52.0,52.0,0,0,-0.58,-0.76,1.19,0.0,0.43,-0.15
208,401243001,0.0,91.0,0,0,-1.34,-1.29,-2.28,0.47,-3.1,-4.44
10592,401243001,43.0,43.0,0,0,-1.89,-0.17,1.88,0.29,1.99,0.1
5532,401243001,0.0,91.0,0,0,-1.61,-0.15,-0.21,1.04,0.67,-0.94
6017,401243001,20.0,20.0,0,1,0.84,-0.6,1.45,-0.58,0.27,1.1
769,401243001,0.0,91.0,0,0,-1.22,-0.02,0.54,0.25,0.78,-0.44
1097,401243001,62.0,62.0,0,0,-0.24,-0.32,-0.58,0.24,-0.66,-0.9
9131,401243001,4.0,4.0,1,0,0.02,1.1,1.09,0.39,2.58,2.6
4645,401243001,26.0,26.0,0,1,-0.79,-0.24,1.88,0.0,1.65,0.85
1264,401243001,0.0,91.0,0,0,0.28,-0.06,-1.45,-0.21,-1.72,-1.44
5167,401243001,0.0,91.0,0,0,0.71,-0.92,-1.42,0.19,-2.15,-1.44
11456,401243001,0.0,91.0,0,0,1.05,-0.98,0.06,-0.57,-1.49,-0.44
3448,401243001,8.0,8.0,1,0,-0.02,0.66,1.01,0.21,1.88,1.85
3950,401243001,52.0,52.0,0,0,0.04,-0.54,-0.02,0.37,-0.18,-0.15
10054,401243001,0.0,91.0,0,0,-0.49,1.09,-1.79,0.25,-0.45,-0.94
11448,401243001,0.0,91.0,0,0,-0.37,1.36,-1.44,-0.49,-0.57,-0.94
5882,401243001,0.0,91.0,0,0,-0.68,-1.73,-0.44,1.41,-0.76,-1.44
1483,401243001,8.0,8.0,1,0,0.78,0.44,0.4,0.23,1.07,1.85
3550,401243001,0.0,91.0,0,0,-3.93,-0.13,0.66,1.45,1.98,-1.94
4844,401243001,0.0,91.0,0,0,1.19,-3.26,0.06,-0.44,-3.64,-2.44
5860,401243001,0.0,91.0,0,0,1.35,-1.2,-0.68,-0.41,-2.29,-0.94
5573,401243001,0.0,91.0,0,0,-0.99,-0.36,0.99,-0.09,0.55,-0.44
6991,401243001,62.0,62.0,0,0,-0.25,-0.13,0.03,-0.55,-0.64,-0.9
4421475,401243001,0.0,91.0,0,0,-1.99,-0.72,0.63,-0.37,-0.45,-2.44
6196,401243001,0.0,91.0,0,0,-2.09,-1.78,-0.29,0.72,-1.35,-3.44
153,401243001,26.0,26.0,0,1,0.0,0.23,0.74,-0.13,0.85,0.85
5025,401243001,15.0,15.0,0,1,0.31,-0.14,1.31,-0.13,1.04,1.35
3598,401243001,0.0,91.0,0,0,-0.14,-0.82,-0.38,-0.61,-1.8,-1.94
1067,401243001,57.0,57.0,0,0,0.57,0.02,-0.34,-0.65,-0.96,-0.4
3317,401243001,32.0,32.0,0,0,2.05,-1.01,-0.57,0.14,-1.45,0.6
11099,401243001,43.0,43.0,0,0,-0.35,0.69,-0.94,0.7,0.45,0.1
10505,401243001,43.0,43.0,0,0,0.21,0.26,-0.66,0.3,-0.1,0.1
9780,401243001,5.0,5.0,1,0,-0.05,0.3,1.29,0.56,2.15,2.1
5467,401243001,15.0,15.0,0,1,1.02,0.4,-0.21,0.14,0.33,1.35
4848,401243001,0.0,91.0,0,0,-2.91,-0.17,-0.35,-0.52,-1.04,-3.94
446,401243001,0.0,91.0,0,0,-0.51,-2.35,-0.02,-1.06,-3.43,-3.94
4513,401243001,60.0,60.0,0,0,-1.21,-0.17,0.55,0.18,0.56,-0.65
7083,401243001,66.0,66.0,0,0,-1.81,1.21,-1.26,-0.04,-0.09,-1.9
318,401243001,38.0,38.0,0,0,-0.43,0.59,0.4,-0.21,0.78,0.35
1778,401243001,32.0,32.0,0,0,0.73,0.46,-0.85,0.26,-0.13,0.6
1077,401243001,52.0,52.0,0,0,-0.22,0.61,-0.76,0.23,0.08,-0.15
676,401243001,0.0,91.0,0,0,-3.49,0.58,-0.72,1.18,1.04,-2.44
5962,401243001,26.0,26.0,0,1,1.12,-0.58,-0.02,0.34,-0.26,0.85
1059,401243001,0.0,91.0,0,0,0.02,-0.62,0.12,0.03,-0.47,-0.44
9037,401243001,5.0,5.0,1,0,0.62,0.82,0.43,0.23,1.49,2.1
8973,401243001,1.0,1.0,1,0,1.15,0.67,0.68,0.85,2.2,3.35
9143,401243001,0.0,91.0,0,0,1.12,-0.24,-1.77,0.45,-1.57,-0.44
6931,401243001,32.0,32.0,0,0,1.06,-0.88,0.37,0.06,-0.46,0.6
1367,401243001,8.0,8.0,1,0,1.63,0.73,-0.65,0.14,0.23,1.85
257,401243001,0.0,91.0,0,0,0.85,-0.17,-0.74,-0.39,-1.29,-0.44
2571,401243001,0.0,91.0,0,0,-0.8,0.47,-0.15,0.04,0.36,-0.44
3351,401243001,32.0,32.0,0,0,0.64,-0.11,0.35,-0.29,-0.04,0.6
9530,401243001,0.0,91.0,0,0,1.22,-2.05,-0.45,0.85,-1.66,-0.44
6954,401243001,20.0,20.0,0,1,-0.09,-0.36,0.78,0.77,1.19,1.1
3688,401243001,0.0,91.0,0,0,-1.88,1.39,-1.19,-0.77,-0.57,-2.44
4412121,401243001,64.0,64.0,0,0,0.27,-0.58,0.22,-1.05,-1.42,-1.15
1600,401243001,57.0,57.0,0,0,-0.08,-0.16,-0.16,0.01,-0.31,-0.4
3792,401243001,20.0,20.0,0,1,1.1,0.39,-0.85,0.47,0.01,1.1
6007,401243001,15.0,15.0,0,1,-0.16,0.42,0.4,0.7,1.51,1.35
186,401243001,0.0,91.0,0,0,-1.17,-1.2,-1.15,-0.92,-3.27,-4.44
5692,401243001,0.0,91.0,0,0,-1.04,-0.07,-1.14,0.31,-0.9,-1.94
707,401243001,0.0,91.0,0,0,-0.55,-0.64,0.64,0.1,0.11,-0.44
6825,401243001,12.0,12.0,0,1,1.8,0.0,-0.19,0.0,-0.19,1.6
1750,401243001,0.0,91.0,0,0,2.11,1.19,-3.45,-0.3,-2.55,-0.44
3702,401243001,20.0,20.0,0,1,1.32,0.56,-1.16,0.38,-0.21,1.1
5409,401243001,38.0,38.0,0,0,0.12,0.17,0.63,-0.56,0.24,0.35
4483,401243001,0.0,91.0,0,0,-0.83,0.68,-0.09,-0.2,0.39,-0.44
3470,401243001,0.0,91.0,0,0,-2.17,-0.87,-0.86,0.45,-1.28,-3.44
9531,401243001,0.0,91.0,0,0,-0.04,0.21,-0.9,-1.22,-1.9,-1.94
5619,401243001,0.0,91.0,0,0,0.62,0.43,-1.73,-1.26,-2.56,-1.94
9804,401243001,57.0,57.0,0,0,-0.3,0.5,-0.24,-0.37,-0.1,-0.4
9938,401243001,3.0,3.0,1,0,1.6,0.08,1.69,-0.26,1.51,3.1
78,401243001,0.0,91.0,0,0,-0.83,-0.47,1.74,-0.88,0.39,-0.44
158,401243001,0.0,91.0,0,0,-1.82,-0.01,0.74,0.65,1.38,-0.44
1210,401243001,26.0,26.0,0,1,-0.77,0.32,1.35,-0.05,1.62,0.85
4449,401243001,67.0,67.0,0,0,-0.4,-0.24,-0.33,-1.18,-1.75,-2.15
7081,401243001,0.0,91.0,0,0,0.55,-0.33,-2.87,-0.29,-3.49,-2.94
10404,401243001,43.0,43.0,0,0,0.95,0.32,-0.48,-0.69,-0.84,0.1
1037,401243001,64.0,64.0,0,0,-0.62,-0.11,-0.55,0.13,-0.53,-1.15
9478,401243001,20.0,20.0,0,1,-0.25,0.75,0.86,-0.26,1.35,1.1
8961,401243001,43.0,43.0,0,0,0.37,-0.3,-0.16,0.19,-0.26,0.1
9569,401243001,38.0,38.0,0,0,-0.01,-0.1,0.37,0.09,0.36,0.35
2230,401243001,2.0,2.0,1,0,0.76,0.41,1.65,0.53,2.59,3.35
9513,401243001,12.0,12.0,0,1,0.68,0.32,0.14,0.46,0.92,1.6
6086,401243001,52.0,52.0,0,0,-0.22,-0.34,0.57,-0.16,0.07,-0.15
9002,401243001,52.0,52.0,0,0,0.08,-0.47,0.12,0.12,-0.23,-0.15
3970,401243001,0.0,91.0,0,0,-1.46,0.34,0.62,0.06,1.02,-0.44
11447,401243001,0.0,91.0,0,0,-2.37,-2.15,-0.87,-1.4,-4.42,-6.79
4364873,401243001,5.0,5.0,1,0,0.27,-0.15,1.02,0.97,1.84,2.1
1185,401243001,0.0,91.0,0,0,0.04,1.81,-1.55,-1.25,-0.98,-0.94
10360,401243001,43.0,43.0,0,0,0.23,-0.11,0.51,-0.53,-0.12,0.1
11119,401243001,8.0,8.0,1,0,1.02,0.37,0.61,-0.14,0.83,1.85
9877,401243001,15.0,15.0,0,1,1.23,-0.67,0.84,-0.05,0.12,1.35
10140,401243001,15.0,15.0,0,1,0.29,0.49,0.97,-0.4,1.07,1.35
4479,401243001,0.0,91.0,0,0,-0.25,-1.2,-1.34,-0.64,-3.19,-3.44
16,401243000,0.0,91.0,0,0,0.73,-0.41,-2.67,0.6,-2.47,-1.74
4419142,401243000,30.0,30.0,0,1,0.96,1.3,-0.22,-0.87,0.21,1.18
9517,401243000,0.0,91.0,0,0,-0.01,0.29,-1.03,0.01,-0.74,-0.74
4682,401243000,0.0,91.0,0,0,-1.31,-1.29,-0.99,-0.15,-2.43,-3.74
6015,401243000,0.0,91.0,0,0,0.04,-0.23,0.21,0.24,0.22,0.26
3832,401243000,0.0,91.0,0,0,-0.85,-0.64,-0.82,-1.43,-2.89,-3.74
4683804,401243000,0.0,91.0,0,0,0.83,-3.01,-0.48,-0.08,-3.57,-2.74
5502,401243000,55.0,55.0,0,0,0.88,0.59,-1.26,-0.37,-1.04,-0.16
10372,401243000,0.0,91.0,0,0,2.77,-3.3,-2.55,0.34,-5.51,-2.74
1626,401243000,47.0,47.0,0,0,1.48,-0.04,-2.15,-0.11,-2.3,-0.82
2283,401243000,0.0,91.0,0,0,0.11,-1.11,-0.05,0.31,-0.86,-0.74
159,401243000,34.0,34.0,0,0,0.44,0.21,-0.12,-0.02,0.07,0.51
4383,401243000,34.0,34.0,0,0,1.07,-0.49,0.05,0.22,-0.22,0.84
774,401243000,0.0,91.0,0,0,-1.33,-0.05,1.1,0.52,1.58,0.26
9584,401243000,0.0,91.0,0,0,0.04,1.91,0.64,0.67,3.21,3.26
1225,401243000,39.0,39.0,0,0,-0.71,-0.26,1.66,0.15,1.55,0.84
4780,401243000,0.0,91.0,0,0,-1.83,-0.45,2.01,-0.48,1.08,-0.74
6011,401243000,47.0,47.0,0,0,0.44,-0.49,-1.22,0.43,-1.27,-0.82
4638,401243000,0.0,91.0,0,0,1.21,1.34,-1.26,-1.03,-0.95,0.26
1222,401243000,0.0,91.0,0,0,0.62,-0.19,-3.3,-0.87,-4.36,-3.74
3596,401243000,34.0,34.0,0,0,0.46,-0.3,-0.69,0.7,-0.28,0.18
3599,401243000,16.0,16.0,0,1,0.27,0.17,0.65,0.42,1.24,1.51
10134,401243000,50.0,50.0,0,0,-1.21,0.14,1.0,-1.08,0.05,-1.16
712,401243000,0.0,91.0,0,0,0.21,-0.37,-3.26,-0.33,-3.95,-3.74
4628,401243000,0.0,91.0,0,0,-2.01,0.77,0.53,-0.02,1.27,-0.74
10863,401243000,14.0,14.0,0,1,1.49,1.29,-0.21,0.94,2.02,3.51
5704,401243000,0.0,91.0,0,0,0.83,1.16,0.54,-0.28,1.43,2.26
205,401243000,7.0,7.0,1,0,1.55,0.01,0.55,0.73,1.29,2.84
3449,401243000,16.0,16.0,0,1,0.15,0.67,0.07,0.62,1.36,1.51
6017,401243000,65.0,65.0,0,0,-2.03,-0.05,-0.29,0.21,-0.13,-2.16
1121,401243000,21.0,21.0,0,1,0.0,0.21,0.37,0.25,0.84,0.84
769,401243000,16.0,16.0,0,1,1.05,-0.25,2.35,0.02,2.13,3.18
8975,401243000,0.0,91.0,0,0,-0.87,-1.69,-0.62,-0.56,-2.87,-3.74
4645,401243000,7.0,7.0,1,0,2.1,-0.46,1.42,0.12,1.08,3.17
9025,401243000,1.0,1.0,1,0,0.83,0.65,1.54,0.83,3.01,3.84
8992,401243000,0.0,91.0,0,0,-0.33,-1.22,-3.83,-2.37,-7.42,-7.74
11456,401243000,21.0,21.0,0,1,0.0,0.47,0.29,0.76,1.51,1.51
928,401243000,0.0,91.0,0,0,-2.15,-0.13,1.08,-0.54,0.41,-1.74
10054,401243000,0.0,91.0,0,0,-0.91,1.49,-0.81,0.49,1.17,0.26
1196,401243000,0.0,91.0,0,0,0.83,-0.7,-1.8,-0.06,-2.57,-1.74
10058,401243000,0.0,91.0,0,0,1.25,0.49,-1.11,0.63,0.01,1.26
431,401243000,0.0,91.0,0,0,-0.73,-0.53,-1.43,-0.04,-2.01,-2.74
3375,401243000,0.0,91.0,0,0,-0.42,-0.34,3.15,-0.14,2.68,2.26
1483,401243000,59.0,59.0,0,0,-0.07,-0.07,-0.04,-1.32,-1.42,-1.49
74,401243000,0.0,91.0,0,0,-1.19,-0.52,0.43,-0.46,-0.55,-1.74
5462,401243000,0.0,91.0,0,0,-1.9,-0.33,-0.8,0.28,-0.84,-2.74
4844,401243000,0.0,91.0,0,0,-1.0,1.24,2.79,-0.78,3.26,2.26
11387,401243000,39.0,39.0,0,0,1.4,-0.91,-0.27,-0.05,-1.22,0.18
957,401243000,0.0,91.0,0,0,3.66,1.31,-1.62,-0.1,-0.41,3.26
5573,401243000,26.0,26.0,0,1,-1.15,-0.37,0.81,1.22,1.66,0.51
6991,401243000,0.0,91.0,0,0,-0.24,-0.37,0.81,1.06,1.5,1.26
5902,401243000,63.0,63.0,0,0,-2.36,-0.4,-0.05,0.32,-0.13,-2.49
508,401243000,0.0,91.0,0,0,-1.68,-0.73,-1.9,0.56,-2.07,-3.74
6196,401243000,60.0,60.0,0,0,-0.12,0.2,-2.33,0.43,-1.71,-1.83
97,401243000,0.0,91.0,0,0,-1.47,1.34,-4.12,-0.5,-3.27,-4.74
1680,401243000,7.0,7.0,1,0,1.09,0.95,-0.3,0.43,1.09,2.17
110,401243000,26.0,26.0,0,1,0.77,0.1,-0.05,0.02,0.07,0.84
153,401243000,21.0,21.0,0,1,0.06,0.56,1.13,0.1,1.79,1.84
5025,401243000,0.0,91.0,0,0,0.33,-1.78,-2.92,0.64,-4.07,-3.74
3598,401243000,0.0,91.0,0,0,0.97,-0.36,1.32,0.33,1.29,2.26
1067,401243000,0.0,91.0,0,0,-0.81,0.78,-1.06,0.34,0.07,-0.74
6894,401243000,0.0,91.0,0,0,0.71,-1.66,-4.43,-0.37,-6.46,-5.74
2883,401243000,0.0,91.0,0,0,0.18,0.8,0.9,-0.62,1.08,1.26
710,401243000,39.0,39.0,0,0,0.19,0.21,-0.42,-0.8,-1.02,-0.82
10166,401243000,0.0,91.0,0,0,-3.71,-0.12,0.52,-0.44,-0.03,-3.74
5467,401243000,3.0,3.0,1,0,0.06,0.65,1.35,0.12,2.11,2.18
1568,401243000,50.0,50.0,0,0,-0.52,-0.32,0.72,0.3,0.7,0.18
1030,401243000,50.0,50.0,0,0,-1.27,-0.72,-0.2,1.37,0.44,-0.82
1265,401243000,0.0,91.0,0,0,0.69,1.88,0.09,-0.4,1.57,2.26
446,401243000,0.0,91.0,0,0,0.33,0.56,0.57,-0.21,0.93,1.26
5771,401243000,0.0,91.0,0,0,-1.4,3.14,-3.72,-0.77,-1.34,-2.74
3857,401243000,0.0,91.0,0,0,2.39,-2.37,1.02,-1.78,-3.13,-0.74
77,401243000,0.0,91.0,0,0,-2.56,-0.05,1.45,-1.57,-0.18,-2.74
10363,401243000,0.0,91.0,0,0,-4.94,0.65,-0.93,0.47,0.2,-4.74
4713443,401243000,0.0,91.0,0,0,-4.75,0.22,0.23,-0.44,0.01,-4.74
6689,401243000,0.0,91.0,0,0,-3.56,-0.88,2.15,-0.44,0.82,-2.74
8906,401243000,0.0,91.0,0,0,0.95,-2.19,-2.23,-0.27,-4.7,-3.74
860,401243000,0.0,91.0,0,0,0.54,-1.34,0.43,-0.36,-1.28,-0.74
1778,401243000,39.0,39.0,0,0,-1.14,-0.73,1.06,0.32,0.65,-0.49
1077,401243000,13.0,13.0,0,1,0.55,0.15,1.26,0.22,1.63,2.18
4351896,401243000,0.0,91.0,0,0,-1.32,-0.9,0.56,-2.09,-2.42,-3.74
601,401243000,0.0,91.0,0,0,-0.07,-2.0,-1.39,-0.28,-3.67,-3.74
6648,401243000,0.0,91.0,0,0,1.52,1.15,-1.9,0.48,-0.27,1.26
10065,401243000,0.0,91.0,0,0,-0.39,-1.89,-1.56,1.09,-2.35,-2.74
4859,401243000,0.0,91.0,0,0,0.19,0.05,-3.64,-1.34,-4.93,-4.74
8973,401243000,7.0,7.0,1,0,1.3,0.04,1.27,0.23,1.54,2.84
9143,401243000,55.0,55.0,0,0,0.71,-0.22,-0.8,0.15,-0.87,-0.16
1367,401243000,34.0,34.0,0,0,0.63,-0.12,0.03,-0.03,-0.12,0.51
8974,401243000,0.0,91.0,0,0,-1.26,-1.05,0.84,0.73,0.52,-0.74
4410932,401243000,0.0,91.0,0,0,-1.24,-1.55,-2.06,-0.9,-4.51,-5.74
9530,401243000,2.0,2.0,1,0,0.4,1.49,0.22,1.06,2.77,3.18
6954,401243000,16.0,16.0,0,1,0.41,0.69,1.88,0.2,2.77,3.18
3688,401243000,34.0,34.0,0,0,-0.21,-0.87,1.49,0.77,1.39,1.18
6151,401243000,0.0,91.0,0,0,-0.25,-2.4,1.93,-0.01,-0.49,-0.74
1600,401243000,5.0,5.0,1,0,1.44,0.64,0.76,0.67,2.07,3.51
6677,401243000,0.0,91.0,0,0,-0.76,-0.29,-0.93,1.24,0.02,-0.74
3792,401243000,39.0,39.0,0,0,-1.38,0.08,0.98,0.17,1.22,-0.16
1042,401243000,0.0,91.0,0,0,-1.22,0.72,-1.12,-2.13,-2.52,-3.74
6007,401243000,3.0,3.0,1,0,0.95,0.13,1.97,1.12,3.23,4.18
72,401243000,5.0,5.0,1,0,1.3,0.69,0.46,0.39,1.54,2.84
3980,401243000,39.0,39.0,0,0,-0.97,0.02,0.66,-0.21,0.47,-0.49
5692,401243000,0.0,91.0,0,0,-0.14,-0.54,0.79,0.14,0.4,0.26
308,401243000,0.0,91.0,0,0,-1.78,0.59,-5.09,-1.46,-5.96,-7.74
707,401243000,26.0,26.0,0,1,0.6,0.58,-0.03,0.03,0.58,1.18
6825,401243000,0.0,91.0,0,0,0.06,-1.0,0.47,0.72,0.2,0.26
1674,401243000,60.0,60.0,0,0,0.6,0.16,-0.94,-1.64,-2.42,-1.82
1750,401243000,47.0,47.0,0,0,-0.32,-0.34,1.42,-0.92,0.16,-0.16
801,401243000,0.0,91.0,0,0,-2.23,-0.15,-2.14,-0.22,-2.51,-4.74
1935,401243000,0.0,91.0,0,0,0.89,0.23,-0.7,0.85,0.37,1.26
1548,401243000,0.0,91.0,0,0,3.04,-1.9,-0.41,-0.47,-2.79,0.26
4321,401243000,0.0,91.0,0,0,-1.47,-0.2,-1.45,0.38,-1.27,-2.74
3683,401243000,0.0,91.0,0,0,2.32,-0.67,-2.67,1.28,-2.06,0.26
3740,401243000,0.0,91.0,0,0,-0.21,-0.53,-0.76,0.76,-0.53,-0.74
3702,401243000,0.0,91.0,0,0,-0.76,2.26,-0.98,-2.27,-0.99,-1.74
3948,401243000,0.0,91.0,0,0,-1.74,-3.09,-0.38,-0.54,-4.0,-5.74
4483,401243000,7.0,7.0,1,0,0.73,-0.19,1.75,0.22,1.78,2.51
809,401243000,26.0,26.0,0,1,-0.34,0.43,0.88,0.53,1.85,1.51
1733,401243000,39.0,39.0,0,0,0.57,-0.12,0.5,-0.12,0.27,0.84
335,401243000,0.0,91.0,0,0,-3.67,-0.63,3.1,-1.55,0.93,-2.74
377,401243000,0.0,91.0,0,0,-0.01,0.61,-1.34,0.99,0.26,0.26
6090,401243000,0.0,91.0,0,0,-0.32,0.35,0.21,1.02,1.58,1.26
4015,401243000,0.0,91.0,0,0,-1.26,0.83,-1.73,-1.58,-2.48,-3.74
4591,401243000,30.0,30.0,0,1,0.01,-0.16,0.57,-0.24,0.17,0.17
9938,401243000,39.0,39.0,0,0,0.05,-0.18,0.51,0.46,0.79,0.84
9564,401243000,55.0,55.0,0,0,1.7,0.23,-1.12,0.04,-0.85,0.84
78,401243000,0.0,91.0,0,0,-0.11,-2.88,1.6,-0.35,-1.63,-1.74
1210,401243000,66.0,66.0,0,0,0.34,-0.04,-2.61,0.48,-2.17,-1.82
4449,401243000,63.0,63.0,0,0,-0.3,-0.42,0.16,-0.27,-0.52,-0.82
7081,401243000,0.0,91.0,0,0,0.99,0.44,-0.08,0.91,1.27,2.26
9076,401243000,0.0,91.0,0,0,-0.14,0.76,0.79,0.85,2.4,2.26
4267,401243000,0.0,91.0,0,0,-2.85,-0.18,0.44,-0.15,0.11,-2.74
1359,401243000,0.0,91.0,0,0,-1.04,2.62,-3.46,1.14,0.3,-0.74
1037,401243000,50.0,50.0,0,0,-1.27,0.64,0.0,-0.2,0.44,-0.82
6001,401243000,0.0,91.0,0,0,-1.69,0.24,1.62,0.09,1.95,0.26
7001,401243000,0.0,91.0,0,0,-4.03,-2.41,0.6,0.09,-1.72,-5.74
3378,401243000,30.0,30.0,0,1,0.58,-0.78,1.24,-0.53,-0.07,0.51
4643,401243000,0.0,91.0,0,0,1.71,0.0,0.6,-1.05,-0.45,1.26
9569,401243000,0.0,91.0,0,0,-1.18,-0.55,-0.44,0.44,-0.56,-1.74
