player_id,tournament_id,finish_numeric,true_pos,top_ten,mid_band,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,adj_pos
809,401353224,70.0,70.0,0,0,-0.73,-0.61,-0.54,-0.78,-1.92,-2.65,0.7666666666666667
962,401353224,0.0,91.0,0,0,-0.98,-0.62,-4.04,-1.4,-6.06,-7.04,1.0
5619,401353224,0.0,91.0,0,0,0.13,-0.94,-0.45,0.73,-0.66,-0.54,1.0
78,401353224,0.0,91.0,0,0,0.99,-1.23,-3.01,0.21,-4.03,-3.04,1.0
11382,401353224,10.0,10.0,1,0,0.38,0.15,0.91,0.66,1.72,2.1,0.1
7081,401353224,13.0,13.0,0,1,0.35,0.94,0.1,0.46,1.49,1.85,0.13333333333333333
4587,401353224,32.0,32.0,0,0,0.18,0.5,0.32,-0.15,0.67,0.85,0.34444444444444444
6001,401353224,0.0,91.0,0,0,-1.97,-0.09,0.64,0.38,0.94,-1.04,1.0
7001,401353224,0.0,91.0,0,0,-1.64,-0.05,0.66,0.5,1.1,-0.54,1.0
3378,401353224,0.0,91.0,0,0,-1.98,-0.16,-0.78,-0.12,-1.06,-3.04,1.0
8961,401353224,45.0,45.0,0,0,0.81,-0.52,0.0,0.06,-0.46,0.35,0.4888888888888889
10980,401353224,5.0,5.0,1,0,0.06,0.4,1.48,0.65,2.54,2.6,0.044444444444444446
6086,401353224,0.0,91.0,0,0,0.07,-1.16,0.12,-0.57,-1.6,-1.54,1.0
3970,401353224,53.0,53.0,0,0,0.0,0.17,-0.55,-0.03,-0.4,-0.4,0.5777777777777777
10664,401353224,0.0,91.0,0,0,-0.31,-1.18,-0.75,-0.8,-2.73,-3.04,1.0
4364873,401353224,51.0,51.0,0,0,1.46,-1.49,-0.22,0.1,-1.61,-0.15,0.5555555555555556
11119,401353224,37.0,37.0,0,0,0.03,1.07,0.04,-0.54,0.57,0.6,0.4
3532,401353224,0.0,91.0,0,0,0.17,-0.66,-0.34,0.29,-0.7,-0.54,1.0
9877,401353224,5.0,5.0,1,0,0.37,-0.13,1.19,1.16,2.23,2.6,0.044444444444444446
10140,401353224,18.0,18.0,0,1,-0.35,0.7,1.88,-0.63,1.95,1.6,0.18888888888888888
9261,401353226,9.0,9.0,1,0,0.97,-0.22,1.15,0.68,1.61,2.58,0.08888888888888889
11219,401353226,0.0,91.0,0,0,0.35,-1.7,0.21,-1.65,-3.13,-2.78,1.0
512,401353226,0.0,91.0,0,0,-0.51,0.22,-1.1,-1.39,-2.27,-2.78,1.0
5548,401353226,71.0,71.0,0,0,-0.01,0.4,-0.08,-0.98,-0.66,-0.67,0.7777777777777778
4989,401353226,0.0,91.0,0,0,-2.6,0.21,1.36,0.75,2.32,-0.28,1.0
3832,401353226,0.0,91.0,0,0,1.22,-0.47,-0.38,-0.66,-1.5,-0.28,1.0
10372,401353226,41.0,41.0,0,0,1.15,-0.4,0.66,-0.34,-0.07,1.08,0.4444444444444444
388,401353226,0.0,91.0,0,0,-1.01,-0.48,-0.11,0.81,0.23,-0.78,1.0
10577,401353226,23.0,23.0,0,1,1.22,-0.17,0.8,-0.02,0.61,1.83,0.24444444444444444
4383,401353226,0.0,91.0,0,0,0.51,-0.21,-0.26,0.17,-0.29,0.22,1.0
1225,401353226,34.0,34.0,0,0,0.04,0.55,1.27,-0.53,1.29,1.33,0.36666666666666664
1651,401353226,68.0,68.0,0,0,0.01,0.86,-0.62,-0.42,-0.18,-0.17,0.7444444444444445
6011,401353226,69.0,69.0,0,0,0.96,-0.71,-0.83,0.15,-1.39,-0.42,0.7555555555555555
6798,401353226,55.0,55.0,0,0,1.33,-0.22,-0.53,-0.25,-1.0,0.33,0.6
3596,401353226,9.0,9.0,1,0,-0.06,0.29,1.85,0.49,2.64,2.58,0.08888888888888889
780,401353226,30.0,30.0,0,1,-0.34,0.29,1.24,0.39,1.91,1.58,0.32222222222222224
4317,401353226,30.0,30.0,0,1,-0.15,0.35,1.12,0.26,1.73,1.58,0.32222222222222224
9243,401353226,0.0,91.0,0,0,-0.39,-0.2,0.01,0.29,0.11,-0.28,1.0
11098,401353226,0.0,91.0,0,0,-1.49,-1.48,0.41,0.28,-0.79,-2.28,1.0
9126,401353226,0.0,91.0,0,0,-0.21,-0.03,-1.96,0.41,-1.58,-1.78,1.0
10863,401353226,48.0,48.0,0,0,0.43,0.52,0.12,-0.24,0.4,0.83,0.5222222222222223
5724,401353226,0.0,91.0,0,0,0.35,-0.47,-0.52,0.85,-0.13,0.22,1.0
3449,401353226,5.0,5.0,1,0,0.39,1.25,1.01,0.42,2.69,3.08,0.044444444444444446
10592,401353226,55.0,55.0,0,0,-0.61,0.31,0.27,0.37,0.94,0.33,0.6
5532,401353226,0.0,91.0,0,0,-0.21,-0.2,-2.65,-1.23,-4.07,-4.28,1.0
1097,401353226,60.0,60.0,0,0,0.77,0.0,-0.38,-0.31,-0.69,0.08,0.6555555555555556
9131,401353226,13.0,13.0,0,1,-0.94,0.16,2.42,0.7,3.27,2.33,0.13333333333333333
4645,401353226,41.0,41.0,0,0,0.92,-0.26,0.03,0.38,0.15,1.08,0.4444444444444444
4425906,401353226,3.0,3.0,1,0,0.53,0.39,0.65,1.75,2.8,3.33,0.022222222222222223
9025,401353226,0.0,91.0,0,0,-3.63,0.54,-1.54,0.85,-0.15,-3.78,1.0
5830,401353226,0.0,91.0,0,0,-1.52,1.06,-1.05,0.73,0.74,-0.78,1.0
3448,401353226,0.0,91.0,0,0,-1.66,0.28,1.96,-0.87,1.37,-0.28,1.0
10054,401353226,48.0,48.0,0,0,1.28,0.27,0.01,-0.73,-0.46,0.83,0.5222222222222223
10058,401353226,13.0,13.0,0,1,-0.07,-0.47,1.61,1.26,2.4,2.33,0.13333333333333333
1483,401353226,55.0,55.0,0,0,-0.08,1.25,0.01,-0.84,0.41,0.33,0.6
11393,401353226,0.0,91.0,0,0,-1.6,-0.57,0.25,-0.37,-0.68,-2.28,1.0
3550,401353226,34.0,34.0,0,0,0.87,-0.51,0.63,0.34,0.46,1.33,0.36666666666666664
4844,401353226,0.0,91.0,0,0,0.48,0.54,-1.36,0.56,-0.26,0.22,1.0
5860,401353226,60.0,60.0,0,0,-0.04,0.14,-0.21,0.18,0.11,0.08,0.6555555555555556
576,401353226,0.0,91.0,0,0,-0.17,-1.2,1.32,0.26,0.39,0.22,1.0
5504,401353226,0.0,91.0,0,0,-0.53,0.46,-0.68,-0.53,-0.75,-1.28,1.0
6991,401353226,48.0,48.0,0,0,-1.27,1.22,0.97,-0.09,2.1,0.83,0.5222222222222223
619,401353226,0.0,91.0,0,0,0.5,-0.07,-0.27,0.06,-0.29,0.22,1.0
6196,401353226,0.0,91.0,0,0,-0.11,0.25,-1.78,-0.15,-1.67,-1.78,1.0
97,401353226,0.0,91.0,0,0,-0.38,0.16,-0.1,-0.97,-0.91,-1.28,1.0
1680,401353226,55.0,55.0,0,0,0.6,0.54,-0.93,0.13,-0.27,0.33,0.6
110,401353226,0.0,91.0,0,0,-0.46,1.23,-1.78,0.23,-0.32,-0.78,1.0
5825,401353226,71.0,71.0,0,0,0.04,-0.5,0.49,-0.71,-0.72,-0.67,0.7777777777777778
4602673,401353226,0.0,91.0,0,0,-3.04,0.95,-1.93,-0.26,-1.24,-4.28,1.0
3317,401353226,60.0,60.0,0,0,0.24,0.39,-1.03,0.49,-0.16,0.08,0.6555555555555556
11099,401353226,23.0,23.0,0,1,0.52,0.83,-0.35,0.84,1.31,1.83,0.24444444444444444
9780,401353226,48.0,48.0,0,0,-0.04,-0.63,-0.34,1.83,0.86,0.83,0.5222222222222223
569,401353226,13.0,13.0,0,1,1.06,0.2,1.29,-0.22,1.27,2.33,0.13333333333333333
10166,401353226,0.0,91.0,0,0,-1.1,0.09,1.61,-0.37,1.32,0.22,1.0
5467,401353226,34.0,34.0,0,0,-0.81,0.39,0.99,0.76,2.14,1.33,0.36666666666666664
4848,401353226,1.0,1.0,1,0,1.58,0.81,0.53,0.66,2.0,3.58,0.0
1030,401353226,0.0,91.0,0,0,-1.0,-1.5,-1.13,0.35,-2.28,-3.28,1.0
4513,401353226,48.0,48.0,0,0,-0.35,0.31,0.14,0.74,1.18,0.83,0.5222222222222223
10363,401353226,69.0,69.0,0,0,0.01,-0.82,0.24,0.15,-0.43,-0.42,0.7555555555555555
2552,401353226,0.0,91.0,0,0,0.11,0.23,-0.61,0.48,0.1,0.22,1.0
7083,401353226,41.0,41.0,0,0,0.62,0.02,-0.03,0.47,0.46,1.08,0.4444444444444444
8906,401353226,34.0,34.0,0,0,0.43,-0.72,0.1,1.52,0.9,1.33,0.36666666666666664
318,401353226,23.0,23.0,0,1,0.88,1.13,0.8,-0.98,0.95,1.83,0.24444444444444444
1077,401353226,41.0,41.0,0,0,0.61,0.41,-0.2,0.26,0.47,1.08,0.4444444444444444
676,401353226,23.0,23.0,0,1,-0.28,-0.04,1.95,0.2,2.11,1.83,0.24444444444444444
5962,401353226,60.0,60.0,0,0,1.18,-0.54,-0.2,-0.36,-1.1,0.08,0.6555555555555556
10343,401353226,13.0,13.0,0,1,2.19,0.22,-0.23,0.14,0.14,2.33,0.13333333333333333
1059,401353226,41.0,41.0,0,0,0.74,-0.78,-0.67,1.79,0.34,1.08,0.4444444444444444
1293,401353226,60.0,60.0,0,0,-0.1,0.29,-0.05,-0.07,0.17,0.08,0.6555555555555556
455,401353226,0.0,91.0,0,0,-1.33,-0.28,0.78,0.54,1.05,-0.28,1.0
9037,401353226,5.0,5.0,1,0,1.25,1.17,0.18,0.48,1.83,3.08,0.044444444444444446
8973,401353226,13.0,13.0,0,1,0.48,-0.07,1.73,0.18,1.85,2.33,0.13333333333333333
6931,401353226,0.0,91.0,0,0,1.38,-0.53,-1.76,-0.87,-3.16,-1.78,1.0
1367,401353226,0.0,91.0,0,0,-1.05,-0.61,-0.7,0.08,-1.23,-2.28,1.0
3670,401353226,0.0,91.0,0,0,-1.69,-0.46,-0.71,-0.92,-2.09,-3.78,1.0
257,401353226,34.0,34.0,0,0,0.01,1.55,-0.24,0.01,1.32,1.33,0.36666666666666664
3351,401353226,34.0,34.0,0,0,0.88,-0.03,-0.21,0.7,0.45,1.33,0.36666666666666664
9530,401353226,75.0,75.0,0,0,0.72,-0.85,-0.65,-0.65,-2.14,-1.42,0.8222222222222222
9931,401353226,3.0,3.0,1,0,1.37,0.21,1.52,0.22,1.96,3.33,0.022222222222222223
4412121,401353226,0.0,91.0,0,0,0.74,-2.53,-1.4,-0.6,-4.52,-3.78,1.0
6007,401353226,0.0,91.0,0,0,-1.93,-0.37,-0.68,0.19,-0.85,-2.78,1.0
186,401353226,0.0,91.0,0,0,-2.56,-0.01,0.17,-0.89,-0.73,-3.28,1.0
3980,401353226,75.0,75.0,0,0,0.7,-0.53,-0.54,-1.06,-2.12,-1.42,0.8222222222222222
5579,401353226,34.0,34.0,0,0,0.08,0.64,1.29,-0.68,1.25,1.33,0.36666666666666664
29,401353226,0.0,91.0,0,0,0.46,0.28,-0.61,-0.91,-1.24,-0.78,1.0
1548,401353226,0.0,91.0,0,0,-2.46,-1.03,0.81,0.9,0.68,-1.78,1.0
3702,401353226,23.0,23.0,0,1,-0.46,1.42,0.4,0.47,2.28,1.83,0.24444444444444444
4251,401353226,54.0,54.0,0,0,-0.16,-0.7,1.42,0.03,0.74,0.58,0.5888888888888889
5409,401353226,60.0,60.0,0,0,-0.17,0.64,-0.07,-0.33,0.24,0.08,0.6555555555555556
4350033,401353226,60.0,60.0,0,0,0.9,-0.04,-0.45,-0.33,-0.82,0.08,0.6555555555555556
4699314,401353226,0.0,91.0,0,0,-1.81,0.0,-0.4,-0.58,-0.97,-2.78,1.0
4483,401353226,0.0,91.0,0,0,-0.7,0.33,-0.49,0.58,0.42,-0.28,1.0
962,401353226,0.0,91.0,0,0,-0.24,0.13,0.16,0.16,0.45,0.22,1.0
3284,401353226,0.0,91.0,0,0,-1.38,0.7,-0.46,-1.64,-1.4,-2.78,1.0
9938,401353226,20.0,20.0,0,1,1.28,-0.53,1.03,0.3,0.8,2.08,0.2111111111111111
78,401353226,23.0,23.0,0,1,0.28,-0.24,0.53,1.26,1.54,1.83,0.24444444444444444
158,401353226,0.0,91.0,0,0,-0.54,-0.37,-0.57,0.69,-0.24,-0.78,1.0
10049,401353226,0.0,91.0,0,0,0.92,0.44,-2.49,-0.64,-2.7,-1.78,1.0
7081,401353226,60.0,60.0,0,0,-1.41,0.92,1.27,-0.7,1.49,0.08,0.6555555555555556
4587,401353226,23.0,23.0,0,1,0.74,0.38,-0.1,0.8,1.08,1.83,0.24444444444444444
307,401353226,0.0,91.0,0,0,-0.38,-0.88,-2.44,-0.09,-3.4,-3.78,1.0
10404,401353226,55.0,55.0,0,0,-0.66,0.36,0.79,-0.16,0.99,0.33,0.6
5057,401353226,71.0,71.0,0,0,-0.24,-0.45,0.32,-0.3,-0.43,-0.67,0.7777777777777778
6001,401353226,9.0,9.0,1,0,0.38,0.92,0.87,0.41,2.2,2.58,0.08888888888888889
9478,401353226,0.0,91.0,0,0,-0.55,-0.38,1.2,-0.55,0.27,-0.28,1.0
3378,401353226,0.0,91.0,0,0,0.64,-1.1,-1.3,0.48,-1.92,-1.28,1.0
8961,401353226,78.0,78.0,0,0,-0.74,-0.16,-1.02,-0.25,-1.43,-2.17,0.8555555555555555
4723205,401353226,0.0,91.0,0,0,1.61,-0.14,-2.62,-1.14,-3.9,-2.28,1.0
2230,401353226,30.0,30.0,0,1,0.17,0.55,0.55,0.31,1.41,1.58,0.32222222222222224
5539,401353226,5.0,5.0,1,0,0.91,0.66,1.18,0.33,2.17,3.08,0.044444444444444446
9513,401353226,20.0,20.0,0,1,0.07,0.73,0.79,0.49,2.01,2.08,0.2111111111111111
5553,401353226,13.0,13.0,0,1,0.88,0.41,0.9,0.14,1.45,2.33,0.13333333333333333
6086,401353226,9.0,9.0,1,0,1.16,0.3,1.96,-0.84,1.42,2.58,0.08888888888888889
4410612,401353226,0.0,91.0,0,0,-1.79,0.99,-2.76,-0.22,-1.99,-3.78,1.0
3970,401353226,41.0,41.0,0,0,0.02,1.7,-0.4,-0.24,1.06,1.08,0.4444444444444444
9031,401353226,71.0,71.0,0,0,-0.2,-0.4,0.12,-0.19,-0.47,-0.67,0.7777777777777778
4364873,401353226,41.0,41.0,0,0,-0.05,0.1,0.67,0.36,1.12,1.08,0.4444444444444444
1614,401353226,20.0,20.0,0,1,0.51,0.38,0.65,0.54,1.56,2.08,0.2111111111111111
9877,401353226,2.0,2.0,1,0,1.16,0.63,1.28,0.5,2.41,3.58,0.011111111111111112
10140,401353226,13.0,13.0,0,1,0.36,0.15,0.99,0.82,1.97,2.33,0.13333333333333333
4399256,401353226,0.0,91.0,0,0,-1.11,0.85,-0.19,-0.84,-0.18,-1.28,1.0
1350,401353226,0.0,91.0,0,0,-0.2,1.25,-0.67,-0.67,-0.09,-0.28,1.0
686,401353226,0.0,91.0,0,0,-0.76,-1.26,-0.49,-0.27,-2.03,-2.78,1.0
9517,401353227,0.0,91.0,0,0,-0.53,-1.25,0.61,-1.19,-1.83,-2.36,1.0
5548,401353227,0.0,91.0,0,0,-1.14,0.16,-2.06,-0.32,-2.22,-3.36,1.0
5951,401353227,0.0,91.0,0,0,-2.57,0.05,-1.76,-0.07,-1.78,-4.36,1.0
3832,401353227,12.0,12.0,0,1,0.63,0.14,0.57,0.69,1.41,2.03,0.12222222222222222
5502,401353227,0.0,91.0,0,0,-1.71,0.76,0.54,0.05,1.36,-0.36,1.0
10906,401353227,46.0,46.0,0,0,0.49,-0.43,0.49,-0.02,0.04,0.53,0.5
10372,401353227,79.0,79.0,0,0,0.08,-0.58,-0.59,-0.13,-1.3,-1.22,0.8666666666666667
388,401353227,32.0,32.0,0,0,0.23,0.26,-0.12,0.66,0.8,1.03,0.34444444444444444
9127,401353227,69.0,69.0,0,0,0.15,0.28,-0.14,-0.76,-0.62,-0.47,0.7555555555555555
10577,401353227,51.0,51.0,0,0,-0.88,0.34,0.62,0.21,1.16,0.28,0.5555555555555556
2283,401353227,15.0,15.0,0,1,1.8,0.74,-0.58,-0.17,-0.01,1.78,0.15555555555555556
4383,401353227,38.0,38.0,0,0,-0.11,0.73,0.05,0.12,0.9,0.78,0.4111111111111111
774,401353227,65.0,65.0,0,0,0.91,0.55,-0.68,-0.99,-1.12,-0.22,0.7111111111111111
9584,401353227,0.0,91.0,0,0,-0.31,-1.84,-0.04,0.33,-1.55,-1.85,1.0
4780,401353227,0.0,91.0,0,0,-1.48,0.99,-1.42,0.56,0.13,-1.36,1.0
6011,401353227,17.0,17.0,0,1,1.26,0.37,-0.67,0.58,0.28,1.53,0.17777777777777778
1222,401353227,0.0,91.0,0,0,-1.46,-0.1,1.08,-0.38,0.6,-0.86,1.0
3599,401353227,0.0,91.0,0,0,-1.12,0.28,-1.25,-0.76,-1.73,-2.86,1.0
3454,401353227,0.0,91.0,0,0,0.74,0.55,-0.08,-1.56,-1.09,-0.36,1.0
780,401353227,0.0,91.0,0,0,0.67,-0.44,-0.89,-0.2,-1.53,-0.85,1.0
4355673,401353227,51.0,51.0,0,0,1.0,0.5,-1.06,-0.15,-0.72,0.28,0.5555555555555556
9243,401353227,12.0,12.0,0,1,2.03,-0.11,0.48,-0.37,0.0,2.03,0.12222222222222222
11098,401353227,38.0,38.0,0,0,-0.66,-0.71,0.96,1.19,1.44,0.78,0.4111111111111111
5704,401353227,69.0,69.0,0,0,-0.21,0.3,0.43,-0.98,-0.25,-0.47,0.7555555555555555
205,401353227,0.0,91.0,0,0,-1.0,-0.21,0.11,-0.26,-0.35,-1.35,1.0
208,401353227,0.0,91.0,0,0,-0.69,0.2,-0.61,-0.25,-0.66,-1.35,1.0
5532,401353227,38.0,38.0,0,0,-0.19,-0.03,1.03,-0.02,0.98,0.78,0.4111111111111111
1121,401353227,0.0,91.0,0,0,0.48,-0.52,-1.77,-0.04,-2.33,-1.85,1.0
769,401353227,0.0,91.0,0,0,-0.44,-0.72,-0.89,0.2,-1.41,-1.85,1.0
1097,401353227,8.0,8.0,1,0,-0.08,1.12,0.7,0.8,2.61,2.53,0.07777777777777778
